Name,class
mnist_784_118.jpeg,0
mnist_784_119.jpeg,0
mnist_784_120.jpeg,2
mnist_784_121.jpeg,0
mnist_784_122.jpeg,2
mnist_784_123.jpeg,7
mnist_784_124.jpeg,1
mnist_784_125.jpeg,8
mnist_784_126.jpeg,6
mnist_784_127.jpeg,4
mnist_784_128.jpeg,1
mnist_784_129.jpeg,6
mnist_784_130.jpeg,3
mnist_784_131.jpeg,4
mnist_784_132.jpeg,5
mnist_784_133.jpeg,9
mnist_784_134.jpeg,1
mnist_784_135.jpeg,3
mnist_784_136.jpeg,3
mnist_784_137.jpeg,8
mnist_784_138.jpeg,5
mnist_784_139.jpeg,4
mnist_784_140.jpeg,7
mnist_784_141.jpeg,7
mnist_784_142.jpeg,4
mnist_784_143.jpeg,2
mnist_784_144.jpeg,8
mnist_784_145.jpeg,5
mnist_784_146.jpeg,8
mnist_784_147.jpeg,6
mnist_784_148.jpeg,7
mnist_784_149.jpeg,3
mnist_784_150.jpeg,4
mnist_784_151.jpeg,6
mnist_784_152.jpeg,1
mnist_784_153.jpeg,9
mnist_784_154.jpeg,9
mnist_784_155.jpeg,6
mnist_784_156.jpeg,0
mnist_784_157.jpeg,3
mnist_784_158.jpeg,7
mnist_784_159.jpeg,2
mnist_784_160.jpeg,8
mnist_784_161.jpeg,2
mnist_784_162.jpeg,9
mnist_784_163.jpeg,4
mnist_784_164.jpeg,4
mnist_784_165.jpeg,6
mnist_784_166.jpeg,4
mnist_784_167.jpeg,9
mnist_784_168.jpeg,7
mnist_784_169.jpeg,0
mnist_784_170.jpeg,9
mnist_784_171.jpeg,2
mnist_784_172.jpeg,9
mnist_784_173.jpeg,5
mnist_784_174.jpeg,1
mnist_784_175.jpeg,5
mnist_784_176.jpeg,9
mnist_784_177.jpeg,1
mnist_784_178.jpeg,2
mnist_784_179.jpeg,3
mnist_784_180.jpeg,2
mnist_784_181.jpeg,3
mnist_784_182.jpeg,5
mnist_784_183.jpeg,9
mnist_784_184.jpeg,1
mnist_784_185.jpeg,7
mnist_784_186.jpeg,6
mnist_784_187.jpeg,2
mnist_784_188.jpeg,8
mnist_784_189.jpeg,2
mnist_784_190.jpeg,2
mnist_784_191.jpeg,5
mnist_784_192.jpeg,0
mnist_784_193.jpeg,7
mnist_784_194.jpeg,4
mnist_784_195.jpeg,9
mnist_784_196.jpeg,7
mnist_784_197.jpeg,8
mnist_784_198.jpeg,3
mnist_784_199.jpeg,2
mnist_784_200.jpeg,1
mnist_784_201.jpeg,1
mnist_784_202.jpeg,8
mnist_784_203.jpeg,3
mnist_784_204.jpeg,6
mnist_784_205.jpeg,1
mnist_784_206.jpeg,0
mnist_784_207.jpeg,3
mnist_784_208.jpeg,1
mnist_784_209.jpeg,0
mnist_784_210.jpeg,0
mnist_784_211.jpeg,1
mnist_784_212.jpeg,7
mnist_784_213.jpeg,2
mnist_784_214.jpeg,7
mnist_784_215.jpeg,3
mnist_784_216.jpeg,0
mnist_784_217.jpeg,4
mnist_784_218.jpeg,6
mnist_784_219.jpeg,5
mnist_784_220.jpeg,2
mnist_784_221.jpeg,6
mnist_784_222.jpeg,4
mnist_784_223.jpeg,7
mnist_784_224.jpeg,1
mnist_784_225.jpeg,8
mnist_784_226.jpeg,9
mnist_784_227.jpeg,9
mnist_784_228.jpeg,3
mnist_784_229.jpeg,0
mnist_784_230.jpeg,7
mnist_784_231.jpeg,1
mnist_784_232.jpeg,0
mnist_784_233.jpeg,2
mnist_784_234.jpeg,0
mnist_784_235.jpeg,3
mnist_784_236.jpeg,5
mnist_784_237.jpeg,4
mnist_784_238.jpeg,6
mnist_784_239.jpeg,5
mnist_784_240.jpeg,8
mnist_784_241.jpeg,6
mnist_784_242.jpeg,3
mnist_784_243.jpeg,7
mnist_784_244.jpeg,5
mnist_784_245.jpeg,8
mnist_784_246.jpeg,0
mnist_784_247.jpeg,9
mnist_784_248.jpeg,1
mnist_784_249.jpeg,0
mnist_784_250.jpeg,3
mnist_784_251.jpeg,1
mnist_784_252.jpeg,2
mnist_784_253.jpeg,2
mnist_784_254.jpeg,3
mnist_784_255.jpeg,3
mnist_784_256.jpeg,6
mnist_784_257.jpeg,4
mnist_784_258.jpeg,7
mnist_784_259.jpeg,5
mnist_784_260.jpeg,0
mnist_784_261.jpeg,6
mnist_784_262.jpeg,2
mnist_784_263.jpeg,7
mnist_784_264.jpeg,9
mnist_784_265.jpeg,8
mnist_784_266.jpeg,5
mnist_784_267.jpeg,9
mnist_784_268.jpeg,2
mnist_784_269.jpeg,1
mnist_784_270.jpeg,1
mnist_784_271.jpeg,4
mnist_784_272.jpeg,4
mnist_784_273.jpeg,5
mnist_784_274.jpeg,6
mnist_784_275.jpeg,4
mnist_784_276.jpeg,1
mnist_784_277.jpeg,2
mnist_784_278.jpeg,5
mnist_784_279.jpeg,3
mnist_784_280.jpeg,9
mnist_784_281.jpeg,3
mnist_784_282.jpeg,9
mnist_784_283.jpeg,0
mnist_784_284.jpeg,5
mnist_784_285.jpeg,9
mnist_784_286.jpeg,6
mnist_784_287.jpeg,5
mnist_784_288.jpeg,7
mnist_784_289.jpeg,4
mnist_784_290.jpeg,1
mnist_784_291.jpeg,3
mnist_784_292.jpeg,4
mnist_784_293.jpeg,0
mnist_784_294.jpeg,4
mnist_784_295.jpeg,8
mnist_784_296.jpeg,0
mnist_784_297.jpeg,4
mnist_784_298.jpeg,3
mnist_784_299.jpeg,6
mnist_784_300.jpeg,8
mnist_784_301.jpeg,7
mnist_784_302.jpeg,6
mnist_784_303.jpeg,0
mnist_784_304.jpeg,9
mnist_784_305.jpeg,7
mnist_784_306.jpeg,5
mnist_784_307.jpeg,7
mnist_784_308.jpeg,2
mnist_784_309.jpeg,1
mnist_784_310.jpeg,1
mnist_784_311.jpeg,6
mnist_784_312.jpeg,8
mnist_784_313.jpeg,9
mnist_784_314.jpeg,4
mnist_784_315.jpeg,1
mnist_784_316.jpeg,5
mnist_784_317.jpeg,2
mnist_784_318.jpeg,2
mnist_784_319.jpeg,9
mnist_784_320.jpeg,0
mnist_784_321.jpeg,3
mnist_784_322.jpeg,9
mnist_784_323.jpeg,6
mnist_784_324.jpeg,7
mnist_784_325.jpeg,2
mnist_784_326.jpeg,0
mnist_784_327.jpeg,3
mnist_784_328.jpeg,5
mnist_784_329.jpeg,4
mnist_784_330.jpeg,3
mnist_784_331.jpeg,6
mnist_784_332.jpeg,5
mnist_784_333.jpeg,8
mnist_784_334.jpeg,9
mnist_784_335.jpeg,5
mnist_784_336.jpeg,4
mnist_784_337.jpeg,7
mnist_784_338.jpeg,4
mnist_784_339.jpeg,2
mnist_784_340.jpeg,7
mnist_784_341.jpeg,3
mnist_784_342.jpeg,4
mnist_784_343.jpeg,8
mnist_784_344.jpeg,9
mnist_784_345.jpeg,1
mnist_784_346.jpeg,9
mnist_784_347.jpeg,2
mnist_784_348.jpeg,8
mnist_784_349.jpeg,7
mnist_784_350.jpeg,9
mnist_784_351.jpeg,1
mnist_784_352.jpeg,8
mnist_784_353.jpeg,7
mnist_784_354.jpeg,4
mnist_784_355.jpeg,1
mnist_784_356.jpeg,3
mnist_784_357.jpeg,1
mnist_784_358.jpeg,1
mnist_784_359.jpeg,0
mnist_784_360.jpeg,2
mnist_784_361.jpeg,3
mnist_784_362.jpeg,9
mnist_784_363.jpeg,4
mnist_784_364.jpeg,9
mnist_784_365.jpeg,2
mnist_784_366.jpeg,1
mnist_784_367.jpeg,6
mnist_784_368.jpeg,8
mnist_784_369.jpeg,4
mnist_784_370.jpeg,7
mnist_784_371.jpeg,7
mnist_784_372.jpeg,4
mnist_784_373.jpeg,4
mnist_784_374.jpeg,9
mnist_784_375.jpeg,2
mnist_784_376.jpeg,5
mnist_784_377.jpeg,7
mnist_784_378.jpeg,2
mnist_784_379.jpeg,4
mnist_784_380.jpeg,4
mnist_784_381.jpeg,2
mnist_784_382.jpeg,1
mnist_784_383.jpeg,9
mnist_784_384.jpeg,7
mnist_784_385.jpeg,2
mnist_784_386.jpeg,8
mnist_784_387.jpeg,7
mnist_784_388.jpeg,6
mnist_784_389.jpeg,9
mnist_784_390.jpeg,2
mnist_784_391.jpeg,2
mnist_784_392.jpeg,3
mnist_784_393.jpeg,8
mnist_784_394.jpeg,1
mnist_784_395.jpeg,6
mnist_784_396.jpeg,5
mnist_784_397.jpeg,1
mnist_784_398.jpeg,1
mnist_784_399.jpeg,0
mnist_784_400.jpeg,2
mnist_784_401.jpeg,6
mnist_784_402.jpeg,4
mnist_784_403.jpeg,5
mnist_784_404.jpeg,8
mnist_784_405.jpeg,3
mnist_784_406.jpeg,1
mnist_784_407.jpeg,5
mnist_784_408.jpeg,1
mnist_784_409.jpeg,9
mnist_784_410.jpeg,2
mnist_784_411.jpeg,7
mnist_784_412.jpeg,4
mnist_784_413.jpeg,4
mnist_784_414.jpeg,4
mnist_784_415.jpeg,8
mnist_784_416.jpeg,1
mnist_784_417.jpeg,5
mnist_784_418.jpeg,8
mnist_784_419.jpeg,9
mnist_784_420.jpeg,5
mnist_784_421.jpeg,6
mnist_784_422.jpeg,7
mnist_784_423.jpeg,9
mnist_784_424.jpeg,9
mnist_784_425.jpeg,3
mnist_784_426.jpeg,7
mnist_784_427.jpeg,0
mnist_784_428.jpeg,9
mnist_784_429.jpeg,0
mnist_784_430.jpeg,6
mnist_784_431.jpeg,6
mnist_784_432.jpeg,2
mnist_784_433.jpeg,3
mnist_784_434.jpeg,9
mnist_784_435.jpeg,0
mnist_784_436.jpeg,7
mnist_784_437.jpeg,5
mnist_784_438.jpeg,4
mnist_784_439.jpeg,8
mnist_784_440.jpeg,0
mnist_784_441.jpeg,9
mnist_784_442.jpeg,4
mnist_784_443.jpeg,1
mnist_784_444.jpeg,2
mnist_784_445.jpeg,8
mnist_784_446.jpeg,7
mnist_784_447.jpeg,1
mnist_784_448.jpeg,2
mnist_784_449.jpeg,6
mnist_784_450.jpeg,1
mnist_784_451.jpeg,0
mnist_784_452.jpeg,3
mnist_784_453.jpeg,0
mnist_784_454.jpeg,1
mnist_784_455.jpeg,1
mnist_784_456.jpeg,8
mnist_784_457.jpeg,2
mnist_784_458.jpeg,0
mnist_784_459.jpeg,3
mnist_784_460.jpeg,9
mnist_784_461.jpeg,4
mnist_784_462.jpeg,0
mnist_784_463.jpeg,5
mnist_784_464.jpeg,0
mnist_784_465.jpeg,6
mnist_784_466.jpeg,1
mnist_784_467.jpeg,7
mnist_784_468.jpeg,7
mnist_784_469.jpeg,8
mnist_784_470.jpeg,1
mnist_784_471.jpeg,9
mnist_784_472.jpeg,2
mnist_784_473.jpeg,0
mnist_784_474.jpeg,5
mnist_784_475.jpeg,1
mnist_784_476.jpeg,2
mnist_784_477.jpeg,2
mnist_784_478.jpeg,7
mnist_784_479.jpeg,3
mnist_784_480.jpeg,5
mnist_784_481.jpeg,4
mnist_784_482.jpeg,9
mnist_784_483.jpeg,7
mnist_784_484.jpeg,1
mnist_784_485.jpeg,8
mnist_784_486.jpeg,3
mnist_784_487.jpeg,9
mnist_784_488.jpeg,6
mnist_784_489.jpeg,0
mnist_784_490.jpeg,3
mnist_784_491.jpeg,1
mnist_784_492.jpeg,1
mnist_784_493.jpeg,2
mnist_784_494.jpeg,6
mnist_784_495.jpeg,3
mnist_784_496.jpeg,5
mnist_784_497.jpeg,7
mnist_784_498.jpeg,6
mnist_784_499.jpeg,8
mnist_784_500.jpeg,3
mnist_784_501.jpeg,9
mnist_784_502.jpeg,5
mnist_784_503.jpeg,8
mnist_784_504.jpeg,5
mnist_784_505.jpeg,7
mnist_784_506.jpeg,6
mnist_784_507.jpeg,1
mnist_784_508.jpeg,1
mnist_784_509.jpeg,3
mnist_784_510.jpeg,1
mnist_784_511.jpeg,7
mnist_784_512.jpeg,5
mnist_784_513.jpeg,5
mnist_784_514.jpeg,5
mnist_784_515.jpeg,2
mnist_784_516.jpeg,5
mnist_784_517.jpeg,8
mnist_784_518.jpeg,7
mnist_784_519.jpeg,0
mnist_784_520.jpeg,9
mnist_784_521.jpeg,7
mnist_784_522.jpeg,7
mnist_784_523.jpeg,5
mnist_784_524.jpeg,0
mnist_784_525.jpeg,9
mnist_784_526.jpeg,0
mnist_784_527.jpeg,0
mnist_784_528.jpeg,8
mnist_784_529.jpeg,9
mnist_784_530.jpeg,2
mnist_784_531.jpeg,4
mnist_784_532.jpeg,8
mnist_784_533.jpeg,1
mnist_784_534.jpeg,6
mnist_784_535.jpeg,1
mnist_784_536.jpeg,6
mnist_784_537.jpeg,5
mnist_784_538.jpeg,1
mnist_784_539.jpeg,8
mnist_784_540.jpeg,3
mnist_784_541.jpeg,4
mnist_784_542.jpeg,0
mnist_784_543.jpeg,5
mnist_784_544.jpeg,5
mnist_784_545.jpeg,8
mnist_784_546.jpeg,3
mnist_784_547.jpeg,6
mnist_784_548.jpeg,2
mnist_784_549.jpeg,3
mnist_784_550.jpeg,9
mnist_784_551.jpeg,2
mnist_784_552.jpeg,1
mnist_784_553.jpeg,1
mnist_784_554.jpeg,5
mnist_784_555.jpeg,2
mnist_784_556.jpeg,1
mnist_784_557.jpeg,3
mnist_784_558.jpeg,2
mnist_784_559.jpeg,8
mnist_784_560.jpeg,7
mnist_784_561.jpeg,3
mnist_784_562.jpeg,7
mnist_784_563.jpeg,2
mnist_784_564.jpeg,4
mnist_784_565.jpeg,6
mnist_784_566.jpeg,9
mnist_784_567.jpeg,7
mnist_784_568.jpeg,2
mnist_784_569.jpeg,4
mnist_784_570.jpeg,2
mnist_784_571.jpeg,8
mnist_784_572.jpeg,1
mnist_784_573.jpeg,1
mnist_784_574.jpeg,3
mnist_784_575.jpeg,8
mnist_784_576.jpeg,4
mnist_784_577.jpeg,0
mnist_784_578.jpeg,6
mnist_784_579.jpeg,5
mnist_784_580.jpeg,9
mnist_784_581.jpeg,3
mnist_784_582.jpeg,0
mnist_784_583.jpeg,9
mnist_784_584.jpeg,2
mnist_784_585.jpeg,4
mnist_784_586.jpeg,7
mnist_784_587.jpeg,1
mnist_784_588.jpeg,2
mnist_784_589.jpeg,9
mnist_784_590.jpeg,4
mnist_784_591.jpeg,2
mnist_784_592.jpeg,6
mnist_784_593.jpeg,1
mnist_784_594.jpeg,8
mnist_784_595.jpeg,9
mnist_784_596.jpeg,0
mnist_784_597.jpeg,6
mnist_784_598.jpeg,6
mnist_784_599.jpeg,7
mnist_784_600.jpeg,9
mnist_784_601.jpeg,9
mnist_784_602.jpeg,8
mnist_784_603.jpeg,0
mnist_784_604.jpeg,1
mnist_784_605.jpeg,4
mnist_784_606.jpeg,4
mnist_784_607.jpeg,6
mnist_784_608.jpeg,7
mnist_784_609.jpeg,1
mnist_784_610.jpeg,5
mnist_784_611.jpeg,7
mnist_784_612.jpeg,0
mnist_784_613.jpeg,3
mnist_784_614.jpeg,5
mnist_784_615.jpeg,8
mnist_784_616.jpeg,4
mnist_784_617.jpeg,7
mnist_784_618.jpeg,1
mnist_784_619.jpeg,2
mnist_784_620.jpeg,5
mnist_784_621.jpeg,9
mnist_784_622.jpeg,5
mnist_784_623.jpeg,6
mnist_784_624.jpeg,7
mnist_784_625.jpeg,5
mnist_784_626.jpeg,9
mnist_784_627.jpeg,8
mnist_784_628.jpeg,8
mnist_784_629.jpeg,3
mnist_784_630.jpeg,6
mnist_784_631.jpeg,9
mnist_784_632.jpeg,7
mnist_784_633.jpeg,0
mnist_784_634.jpeg,7
mnist_784_635.jpeg,5
mnist_784_636.jpeg,7
mnist_784_637.jpeg,1
mnist_784_638.jpeg,1
mnist_784_639.jpeg,0
mnist_784_640.jpeg,7
mnist_784_641.jpeg,9
mnist_784_642.jpeg,2
mnist_784_643.jpeg,3
mnist_784_644.jpeg,7
mnist_784_645.jpeg,3
mnist_784_646.jpeg,2
mnist_784_647.jpeg,4
mnist_784_648.jpeg,1
mnist_784_649.jpeg,6
mnist_784_650.jpeg,2
mnist_784_651.jpeg,7
mnist_784_652.jpeg,5
mnist_784_653.jpeg,5
mnist_784_654.jpeg,7
mnist_784_655.jpeg,4
mnist_784_656.jpeg,0
mnist_784_657.jpeg,2
mnist_784_658.jpeg,6
mnist_784_659.jpeg,3
mnist_784_660.jpeg,6
mnist_784_661.jpeg,4
mnist_784_662.jpeg,0
mnist_784_663.jpeg,4
mnist_784_664.jpeg,2
mnist_784_665.jpeg,6
mnist_784_666.jpeg,0
mnist_784_667.jpeg,0
mnist_784_668.jpeg,0
mnist_784_669.jpeg,0
mnist_784_670.jpeg,3
mnist_784_671.jpeg,1
mnist_784_672.jpeg,6
mnist_784_673.jpeg,2
mnist_784_674.jpeg,2
mnist_784_675.jpeg,3
mnist_784_676.jpeg,1
mnist_784_677.jpeg,4
mnist_784_678.jpeg,1
mnist_784_679.jpeg,5
mnist_784_680.jpeg,4
mnist_784_681.jpeg,6
mnist_784_682.jpeg,4
mnist_784_683.jpeg,7
mnist_784_684.jpeg,2
mnist_784_685.jpeg,8
mnist_784_686.jpeg,7
mnist_784_687.jpeg,9
mnist_784_688.jpeg,2
mnist_784_689.jpeg,0
mnist_784_690.jpeg,5
mnist_784_691.jpeg,1
mnist_784_692.jpeg,4
mnist_784_693.jpeg,2
mnist_784_694.jpeg,8
mnist_784_695.jpeg,3
mnist_784_696.jpeg,2
mnist_784_697.jpeg,4
mnist_784_698.jpeg,1
mnist_784_699.jpeg,5
mnist_784_700.jpeg,4
mnist_784_701.jpeg,6
mnist_784_702.jpeg,0
mnist_784_703.jpeg,7
mnist_784_704.jpeg,9
mnist_784_705.jpeg,8
mnist_784_706.jpeg,4
mnist_784_707.jpeg,9
mnist_784_708.jpeg,8
mnist_784_709.jpeg,0
mnist_784_710.jpeg,1
mnist_784_711.jpeg,1
mnist_784_712.jpeg,0
mnist_784_713.jpeg,2
mnist_784_714.jpeg,2
mnist_784_715.jpeg,3
mnist_784_716.jpeg,2
mnist_784_717.jpeg,4
mnist_784_718.jpeg,4
mnist_784_719.jpeg,5
mnist_784_720.jpeg,8
mnist_784_721.jpeg,6
mnist_784_722.jpeg,5
mnist_784_723.jpeg,7
mnist_784_724.jpeg,7
mnist_784_725.jpeg,8
mnist_784_726.jpeg,8
mnist_784_727.jpeg,9
mnist_784_728.jpeg,7
mnist_784_729.jpeg,4
mnist_784_730.jpeg,7
mnist_784_731.jpeg,3
mnist_784_732.jpeg,2
mnist_784_733.jpeg,0
mnist_784_734.jpeg,8
mnist_784_735.jpeg,6
mnist_784_736.jpeg,8
mnist_784_737.jpeg,6
mnist_784_738.jpeg,1
mnist_784_739.jpeg,6
mnist_784_740.jpeg,8
mnist_784_741.jpeg,9
mnist_784_742.jpeg,4
mnist_784_743.jpeg,0
mnist_784_744.jpeg,9
mnist_784_745.jpeg,0
mnist_784_746.jpeg,4
mnist_784_747.jpeg,1
mnist_784_748.jpeg,5
mnist_784_749.jpeg,4
mnist_784_750.jpeg,7
mnist_784_751.jpeg,5
mnist_784_752.jpeg,3
mnist_784_753.jpeg,7
mnist_784_754.jpeg,4
mnist_784_755.jpeg,9
mnist_784_756.jpeg,8
mnist_784_757.jpeg,5
mnist_784_758.jpeg,8
mnist_784_759.jpeg,6
mnist_784_760.jpeg,3
mnist_784_761.jpeg,8
mnist_784_762.jpeg,6
mnist_784_763.jpeg,9
mnist_784_764.jpeg,9
mnist_784_765.jpeg,1
mnist_784_766.jpeg,8
mnist_784_767.jpeg,3
mnist_784_768.jpeg,5
mnist_784_769.jpeg,8
mnist_784_770.jpeg,6
mnist_784_771.jpeg,5
mnist_784_772.jpeg,9
mnist_784_773.jpeg,7
mnist_784_774.jpeg,2
mnist_784_775.jpeg,5
mnist_784_776.jpeg,0
mnist_784_777.jpeg,8
mnist_784_778.jpeg,5
mnist_784_779.jpeg,1
mnist_784_780.jpeg,1
mnist_784_781.jpeg,0
mnist_784_782.jpeg,9
mnist_784_783.jpeg,1
mnist_784_784.jpeg,8
mnist_784_785.jpeg,6
mnist_784_786.jpeg,7
mnist_784_787.jpeg,0
mnist_784_788.jpeg,9
mnist_784_789.jpeg,3
mnist_784_790.jpeg,0
mnist_784_791.jpeg,8
mnist_784_792.jpeg,8
mnist_784_793.jpeg,9
mnist_784_794.jpeg,6
mnist_784_795.jpeg,7
mnist_784_796.jpeg,8
mnist_784_797.jpeg,4
mnist_784_798.jpeg,7
mnist_784_799.jpeg,5
mnist_784_800.jpeg,9
mnist_784_801.jpeg,2
mnist_784_802.jpeg,6
mnist_784_803.jpeg,7
mnist_784_804.jpeg,4
mnist_784_805.jpeg,5
mnist_784_806.jpeg,9
mnist_784_807.jpeg,2
mnist_784_808.jpeg,3
mnist_784_809.jpeg,1
mnist_784_810.jpeg,6
mnist_784_811.jpeg,3
mnist_784_812.jpeg,9
mnist_784_813.jpeg,2
mnist_784_814.jpeg,2
mnist_784_815.jpeg,5
mnist_784_816.jpeg,6
mnist_784_817.jpeg,8
mnist_784_818.jpeg,0
mnist_784_819.jpeg,7
mnist_784_820.jpeg,7
mnist_784_821.jpeg,1
mnist_784_822.jpeg,9
mnist_784_823.jpeg,8
mnist_784_824.jpeg,7
mnist_784_825.jpeg,0
mnist_784_826.jpeg,9
mnist_784_827.jpeg,9
mnist_784_828.jpeg,4
mnist_784_829.jpeg,6
mnist_784_830.jpeg,2
mnist_784_831.jpeg,8
mnist_784_832.jpeg,5
mnist_784_833.jpeg,1
mnist_784_834.jpeg,4
mnist_784_835.jpeg,1
mnist_784_836.jpeg,5
mnist_784_837.jpeg,5
mnist_784_838.jpeg,1
mnist_784_839.jpeg,7
mnist_784_840.jpeg,3
mnist_784_841.jpeg,6
mnist_784_842.jpeg,4
mnist_784_843.jpeg,3
mnist_784_844.jpeg,2
mnist_784_845.jpeg,5
mnist_784_846.jpeg,6
mnist_784_847.jpeg,4
mnist_784_848.jpeg,4
mnist_784_849.jpeg,0
mnist_784_850.jpeg,4
mnist_784_851.jpeg,4
mnist_784_852.jpeg,6
mnist_784_853.jpeg,7
mnist_784_854.jpeg,2
mnist_784_855.jpeg,4
mnist_784_856.jpeg,3
mnist_784_857.jpeg,3
mnist_784_858.jpeg,8
mnist_784_859.jpeg,0
mnist_784_860.jpeg,0
mnist_784_861.jpeg,3
mnist_784_862.jpeg,2
mnist_784_863.jpeg,2
mnist_784_864.jpeg,9
mnist_784_865.jpeg,8
mnist_784_866.jpeg,2
mnist_784_867.jpeg,3
mnist_784_868.jpeg,7
mnist_784_869.jpeg,0
mnist_784_870.jpeg,1
mnist_784_871.jpeg,1
mnist_784_872.jpeg,0
mnist_784_873.jpeg,2
mnist_784_874.jpeg,3
mnist_784_875.jpeg,3
mnist_784_876.jpeg,8
mnist_784_877.jpeg,4
mnist_784_878.jpeg,3
mnist_784_879.jpeg,5
mnist_784_880.jpeg,7
mnist_784_881.jpeg,6
mnist_784_882.jpeg,4
mnist_784_883.jpeg,7
mnist_784_884.jpeg,7
mnist_784_885.jpeg,8
mnist_784_886.jpeg,5
mnist_784_887.jpeg,9
mnist_784_888.jpeg,7
mnist_784_889.jpeg,0
mnist_784_890.jpeg,3
mnist_784_891.jpeg,1
mnist_784_892.jpeg,6
mnist_784_893.jpeg,2
mnist_784_894.jpeg,4
mnist_784_895.jpeg,3
mnist_784_896.jpeg,4
mnist_784_897.jpeg,4
mnist_784_898.jpeg,7
mnist_784_899.jpeg,5
mnist_784_900.jpeg,9
mnist_784_901.jpeg,6
mnist_784_902.jpeg,9
mnist_784_903.jpeg,0
mnist_784_904.jpeg,7
mnist_784_905.jpeg,1
mnist_784_906.jpeg,4
mnist_784_907.jpeg,2
mnist_784_908.jpeg,7
mnist_784_909.jpeg,3
mnist_784_910.jpeg,6
mnist_784_911.jpeg,7
mnist_784_912.jpeg,5
mnist_784_913.jpeg,8
mnist_784_914.jpeg,4
mnist_784_915.jpeg,5
mnist_784_916.jpeg,5
mnist_784_917.jpeg,2
mnist_784_918.jpeg,7
mnist_784_919.jpeg,1
mnist_784_920.jpeg,1
mnist_784_921.jpeg,5
mnist_784_922.jpeg,6
mnist_784_923.jpeg,8
mnist_784_924.jpeg,5
mnist_784_925.jpeg,8
mnist_784_926.jpeg,4
mnist_784_927.jpeg,0
mnist_784_928.jpeg,7
mnist_784_929.jpeg,9
mnist_784_930.jpeg,9
mnist_784_931.jpeg,2
